YY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
98 01 09 20 333  5.5  5.7 99.00 99.00 99.00 999 1015.2  23.1  23.9 999.0 99.0
98 01 09 21 354  3.0  3.3 99.00 99.00 99.00 999 1015.7  23.7  24.1 999.0 99.0
98 01 09 22 347  5.0  5.3 99.00 99.00 99.00 999 1015.9  23.7  24.1 999.0 99.0
98 01 09 23 353  3.7  3.9 99.00 99.00 99.00 999 1016.6  23.3  24.1 999.0 99.0
98 01 10 00  41  1.8  1.9 99.00 99.00 99.00 999 1016.7  23.4  23.9 999.0 99.0
98 01 10 01 347  4.1  4.6 99.00 99.00 99.00 999 1017.4  23.4  23.9 999.0 99.0
98 01 10 02 337  6.9  7.6 99.00 99.00 99.00 999 1018.1  22.9  23.8 999.0 99.0
98 01 10 03 344  7.8  8.3 99.00 99.00 99.00 999 1018.3  22.7  23.8 999.0 99.0
98 01 10 04   3  6.3  6.9 99.00 99.00 99.00 999 1017.9  22.5  23.8 999.0 99.0
98 01 10 05 353  6.1  6.7 99.00 99.00 99.00 999 1018.0  22.9  23.7 999.0 99.0
98 01 10 06 353  7.7  8.4 99.00 99.00 99.00 999 1017.7  22.6  23.7 999.0 99.0
98 01 10 07   5  6.6  7.1 99.00 99.00 99.00 999 1017.8  22.4  23.6 999.0 99.0
98 01 10 08   9  7.5  8.0 99.00 99.00 99.00 999 1017.5  22.0  23.6 999.0 99.0
98 01 10 09  13  8.2  8.9 99.00 99.00 99.00 999 1017.5  21.9  23.6 999.0 99.0
98 01 10 10  20  7.8  8.5 99.00 99.00 99.00 999 1017.6  21.8  23.4 999.0 99.0
98 01 10 11  12  7.6  7.9 99.00 99.00 99.00 999 1018.0  21.4  23.4 999.0 99.0
98 01 10 12   9  8.6  9.1 99.00 99.00 99.00 999 1018.5  20.9  23.5 999.0 99.0
98 01 10 13  15  8.7  9.8 99.00 99.00 99.00 999 1019.1  20.8  23.5 999.0 99.0
98 01 10 14  17  9.1  9.8 99.00 99.00 99.00 999 1019.6  21.1  23.5 999.0 99.0
98 01 10 15  29  9.2  9.7 99.00 99.00 99.00 999 1020.1  21.3  23.5 999.0 99.0
98 01 10 16  21  8.4  9.1 99.00 99.00 99.00 999 1020.3  21.5  23.6 999.0 99.0
98 01 10 17  34  7.1  7.8 99.00 99.00 99.00 999 1019.2  21.6  23.6 999.0 99.0
98 01 10 18  33  8.0  8.6 99.00 99.00 99.00 999 1018.3  22.0  23.6 999.0 99.0
98 01 10 19  36  7.7  8.1 99.00 99.00 99.00 999 1018.0  22.7  23.6 999.0 99.0
98 01 10 20  31  7.4  7.9 99.00 99.00 99.00 999 1017.7  23.1  23.7 999.0 99.0
98 01 10 21  44  7.2  8.2 99.00 99.00 99.00 999 1017.6  23.5  23.8 999.0 99.0
98 01 10 22  25  7.3  7.7 99.00 99.00 99.00 999 1018.4  23.5  23.7 999.0 99.0
98 01 10 23  24  7.2  7.9 99.00 99.00 99.00 999 1018.5  23.2  23.6 999.0 99.0
98 01 11 00  10  7.9  8.8 99.00 99.00 99.00 999 1018.8  22.6  23.5 999.0 99.0
98 01 11 01  32  8.6  9.7 99.00 99.00 99.00 999 1018.8  22.5  23.5 999.0 99.0
98 01 11 02  30  9.6 10.2 99.00 99.00 99.00 999 1018.9  22.2  23.5 999.0 99.0
98 01 11 03  32  9.1  9.6 99.00 99.00 99.00 999 1019.3  22.1  23.5 999.0 99.0
98 01 11 04  34  9.3 10.0 99.00 99.00 99.00 999 1019.2  21.8  23.4 999.0 99.0
98 01 11 05  33  7.8  8.4 99.00 99.00 99.00 999 1018.9  21.7  23.4 999.0 99.0
98 01 11 06  37  7.1  7.8 99.00 99.00 99.00 999 1018.5  21.7  23.3 999.0 99.0
98 01 11 07  35  6.0  6.7 99.00 99.00 99.00 999 1018.7  21.6  23.4 999.0 99.0
98 01 11 08  35  7.0  7.5 99.00 99.00 99.00 999 1017.8  21.6  23.5 999.0 99.0
98 01 11 09  28  6.9  7.3 99.00 99.00 99.00 999 1017.6  21.5  23.6 999.0 99.0
98 01 11 10  27  6.7  7.6 99.00 99.00 99.00 999 1017.7  21.1  23.6 999.0 99.0
98 01 11 11  21  7.1  7.4 99.00 99.00 99.00 999 1017.6  20.8  23.5 999.0 99.0
98 01 11 12  19  7.2  7.7 99.00 99.00 99.00 999 1018.3  20.8  23.4 999.0 99.0
98 01 11 13  19  7.0  7.7 99.00 99.00 99.00 999 1018.9  20.5  23.4 999.0 99.0
98 01 11 14  28  7.8  8.6 99.00 99.00 99.00 999 1019.6  20.3  23.4 999.0 99.0
98 01 11 15  51  8.9  9.5 99.00 99.00 99.00 999 1019.7  20.8  23.5 999.0 99.0
98 01 11 16  29  8.4  8.9 99.00 99.00 99.00 999 1019.7  20.7  23.5 999.0 99.0
98 01 11 17  37  7.2  7.7 99.00 99.00 99.00 999 1019.4  21.4  23.5 999.0 99.0
