YYYY MM DD hh mm  WD  WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2006 01 07 18 00 357  2.4  3.3 99.00 99.00 99.00 999 1022.5  13.6  21.7 999.0 99.0  0.82
2006 01 07 19 00 358  2.8  4.5 99.00 99.00 99.00 999 1021.6  14.2  21.8 999.0 99.0  1.06
2006 01 07 20 00 346  3.0  6.5 99.00 99.00 99.00 999 1021.3  14.7  21.7 999.0 99.0  1.20
2006 01 07 21 00 348  7.9  9.9 99.00 99.00 99.00 999 1021.9  14.8  21.4 999.0 99.0  1.07
2006 01 07 22 00 337  5.1  7.3 99.00 99.00 99.00 999 1022.3  15.3  21.9 999.0 99.0  0.85
2006 01 07 23 00 341  7.7 10.0 99.00 99.00 99.00 999 1022.9  15.1  21.3 999.0 99.0  0.50
2006 01 08 00 00 343  7.8 11.9 99.00 99.00 99.00 999 1023.3  15.1  20.7 999.0 99.0  0.03
2006 01 08 01 00 345  5.6  8.6 99.00 99.00 99.00 999 1024.0  15.0  20.4 999.0 99.0 -0.34
2006 01 08 02 00 357  8.2  9.0 99.00 99.00 99.00 999 1024.5  14.9  20.5 999.0 99.0 -0.61
2006 01 08 03 00 350  8.9 10.2 99.00 99.00 99.00 999 1025.1  15.0  20.7 999.0 99.0 -0.68
2006 01 08 04 00 359  4.6  5.4 99.00 99.00 99.00 999 1025.1  15.0  20.5 999.0 99.0 -0.58
2006 01 08 05 00  18  6.0  6.6 99.00 99.00 99.00 999 1024.5  14.8  20.4 999.0 99.0 -0.37
2006 01 08 06 00  29  5.3  5.9 99.00 99.00 99.00 999 1024.4  14.4  20.5 999.0 99.0 -0.10
2006 01 08 07 00  25  5.5  6.2 99.00 99.00 99.00 999 1024.3  14.0  20.5 999.0 99.0  0.17
2006 01 08 08 00  16  5.4  5.9 99.00 99.00 99.00 999 1023.9  13.4  20.4 999.0 99.0  0.44
2006 01 08 09 00  25  4.6  5.4 99.00 99.00 99.00 999 1023.9  13.1  20.4 999.0 99.0  0.55
2006 01 08 10 00  25  5.4  6.0 99.00 99.00 99.00 999 1024.0  13.0  20.4 999.0 99.0  0.54
2006 01 08 11 00  50  4.3  4.8 99.00 99.00 99.00 999 1024.3  13.0  20.4 999.0 99.0  0.42
2006 01 08 12 00  38  3.2  3.8 99.00 99.00 99.00 999 1024.6  13.1  20.4 999.0 99.0  0.25
2006 01 08 13 00  28  4.4  4.8 99.00 99.00 99.00 999 1025.8  13.3  20.2 999.0 99.0  0.06
2006 01 08 14 00  24  4.2  5.0 99.00 99.00 99.00 999 1026.6  13.1  20.2 999.0 99.0 -0.07
2006 01 08 15 00  35  4.6  5.1 99.00 99.00 99.00 999 1027.2  13.6  19.9 999.0 99.0 -0.06
2006 01 08 16 00  30  4.6  5.3 99.00 99.00 99.00 999 1026.7  14.0  20.2 999.0 99.0  0.09
2006 01 08 17 00  30  4.6  4.9 99.00 99.00 99.00 999 1026.0  14.5  20.3 999.0 99.0  0.37
2006 01 08 18 00  30  5.1  5.6 99.00 99.00 99.00 999 1024.9  15.0  20.4 999.0 99.0  0.71
2006 01 08 19 00  36  5.1  5.5 99.00 99.00 99.00 999 1024.0  15.8  20.6 999.0 99.0  1.00
2006 01 08 20 00  37  5.7  6.6 99.00 99.00 99.00 999 1023.7  16.7  21.0 999.0 99.0  1.29
2006 01 08 21 00  51  5.8  6.9 99.00 99.00 99.00 999 1023.6  17.5  21.3 999.0 99.0  1.39
2006 01 08 22 00  48  6.7  7.5 99.00 99.00 99.00 999 1023.7  18.1  21.4 999.0 99.0  1.34
2006 01 08 23 00  39  7.2  7.8 99.00 99.00 99.00 999 1023.9  18.2  21.5 999.0 99.0  1.17
2006 01 09 00 00  97  8.7  9.2 99.00 99.00 99.00 999 1024.5  19.5  21.7 999.0 99.0  0.86
2006 01 09 01 00  96  8.2  9.0 99.00 99.00 99.00 999 1025.1  19.8  21.7 999.0 99.0  0.42
2006 01 09 02 00  85  7.7  8.7 99.00 99.00 99.00 999 1025.6  19.8  21.6 999.0 99.0 -0.02
2006 01 09 03 00  44  6.3  6.9 99.00 99.00 99.00 999 1026.0  18.3  21.3 999.0 99.0 -0.32
2006 01 09 04 00  49  6.4  6.9 99.00 99.00 99.00 999 1025.9  18.3  21.0 999.0 99.0 -0.41
2006 01 09 05 00  51  6.7  7.3 99.00 99.00 99.00 999 1025.4  18.5  20.3 999.0 99.0 -0.31
2006 01 09 06 00  54  6.3  7.2 99.00 99.00 99.00 999 1025.0  18.3  20.2 999.0 99.0 -0.11
2006 01 09 07 00  95 12.9 13.7 99.00 99.00 99.00 999 1024.2  20.6  20.1 999.0 99.0  0.15
2006 01 09 08 00  96 11.6 12.5 99.00 99.00 99.00 999 1023.7  20.9  20.1 999.0 99.0  0.39
2006 01 09 09 00 105 11.7 13.3 99.00 99.00 99.00 999 1023.7  21.2  20.4 999.0 99.0  0.61
2006 01 09 10 00 103 12.3 13.4 99.00 99.00 99.00 999 1023.8  21.4  21.0 999.0 99.0  0.68
2006 01 09 11 00 109 11.5 12.7 99.00 99.00 99.00 999 1024.2  21.6  21.2 999.0 99.0  0.66
2006 01 09 12 00 105 10.1 11.7 99.00 99.00 99.00 999 1024.9  22.0  21.4 999.0 99.0  0.52
2006 01 09 13 00 103 10.3 11.7 99.00 99.00 99.00 999 1025.5  22.0  22.0 999.0 99.0  0.28
2006 01 09 14 00  96  8.7 10.4 99.00 99.00 99.00 999 1026.3  22.3  22.5 999.0 99.0  0.05
2006 01 09 15 00 101  9.1 11.0 99.00 99.00 99.00 999 1026.9  22.6  22.2 999.0 99.0 -0.10
2006 01 09 16 00 105 11.5 12.3 99.00 99.00 99.00 999 1026.4  23.0  21.8 999.0 99.0 -0.12
2006 01 09 17 00  97  6.7  7.9 99.00 99.00 99.00 999 1026.0  22.8  22.2 999.0 99.0 -0.02
2006 01 09 18 00  95  8.5 10.6 99.00 99.00 99.00 999 1024.8  22.9  22.3 999.0 99.0  0.22
2006 01 09 19 00  90  8.4 10.4 99.00 99.00 99.00 999 1023.9  23.0  22.3 999.0 99.0  0.49
2006 01 09 20 00  89  9.0 11.5 99.00 99.00 99.00 999 1023.2  23.1  22.3 999.0 99.0  0.75
2006 01 09 21 00  84  5.8  9.0 99.00 99.00 99.00 999 1023.3  23.2  22.1 999.0 99.0  0.96
2006 01 09 22 00  78  4.4  6.7 99.00 99.00 99.00 999 1023.2  22.8  22.4 999.0 99.0  1.05
2006 01 09 23 00  77  5.0  5.9 99.00 99.00 99.00 999 1023.4  22.7  22.4 999.0 99.0  1.05
2006 01 10 00 00  50  3.4  6.8 99.00 99.00 99.00 999 1023.6  21.0  22.6 999.0 99.0  0.85
2006 01 10 01 00  56  6.9  7.7 99.00 99.00 99.00 999 1024.4  20.9  22.7 999.0 99.0  0.49
2006 01 10 02 00  61  4.1  5.1 99.00 99.00 99.00 999 1024.6  20.9  22.6 999.0 99.0 -0.02
2006 01 10 03 00  79  4.2  6.0 99.00 99.00 99.00 999 1024.5  22.7  22.6 999.0 99.0 -0.44
