YYYY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
1999 01 10 09 354  8.0  8.5 99.00 99.00 99.00 999 1014.4  19.1  24.6  17.9 99.0
1999 01 10 10   8  9.0 10.0 99.00 99.00 99.00 999 1014.9  18.9  24.5  17.4 99.0
1999 01 10 11  14  9.8 10.7 99.00 99.00 99.00 999 1015.1  19.1  24.2  14.7 99.0
1999 01 10 12  21  6.6  7.4 99.00 99.00 99.00 999 1016.3  19.3  24.2  15.0 99.0
1999 01 10 13 352  7.1  7.8 99.00 99.00 99.00 999 1017.3  18.9  24.1  15.7 99.0
1999 01 10 14  64  7.3  7.9 99.00 99.00 99.00 999 1016.8  18.9  24.1  16.3 99.0
1999 01 10 15  45  6.0  6.6 99.00 99.00 99.00 999 1017.3  19.7  24.1  16.8 99.0
1999 01 10 16   2  5.5  5.8 99.00 99.00 99.00 999 1018.4  18.8  24.2  16.8 99.0
1999 01 10 17 344  5.6  6.4 99.00 99.00 99.00 999 1018.4  19.6  24.1  16.3 99.0
1999 01 10 18 353  6.4  7.3 99.00 99.00 99.00 999 1017.4  19.4  24.1  15.4 99.0
1999 01 10 19 353  8.8  9.8 99.00 99.00 99.00 999 1017.2  19.2  24.0  16.1 99.0
1999 01 10 20   3  8.9  9.5 99.00 99.00 99.00 999 1017.1  18.8  24.1  16.0 99.0
1999 01 10 21  12  8.3  9.2 99.00 99.00 99.00 999 1016.8  19.0  24.1  15.3 99.0
1999 01 10 22  12  7.5  8.3 99.00 99.00 99.00 999 1017.9  18.5  24.0  15.2 99.0
1999 01 10 23  51  7.6  8.4 99.00 99.00 99.00 999 1017.0  19.1  24.0  14.6 99.0
1999 01 11 00 353  9.3  9.8 99.00 99.00 99.00 999 1018.7  18.5  23.9  15.1 99.0
1999 01 11 01  15  9.2 10.0 99.00 99.00 99.00 999 1018.8  18.3  23.8  15.0 99.0
1999 01 11 02   7 10.5 11.2 99.00 99.00 99.00 999 1019.3  18.0  23.6  14.9 99.0
1999 01 11 03 356  8.7  9.5 99.00 99.00 99.00 999 1020.1  17.8  23.4  14.9 99.0
1999 01 11 04 359 10.8 11.3 99.00 99.00 99.00 999 1020.6  16.9  23.4  14.1 99.0
1999 01 11 05 357 10.6 11.6 99.00 99.00 99.00 999 1020.7  16.1  23.1  13.2 99.0
1999 01 11 06 359 10.5 11.6 99.00 99.00 99.00 999 1020.1  15.1  23.0  12.3 99.0
1999 01 11 07   2  9.3  9.9 99.00 99.00 99.00 999 1019.7  14.7  22.8  12.2 99.0
1999 01 11 08   1  9.2 10.2 99.00 99.00 99.00 999 1019.8  14.4  22.8  11.7 99.0
1999 01 11 09 354 10.9 11.7 99.00 99.00 99.00 999 1019.7  14.1  23.3  11.4 99.0
1999 01 11 10 356 10.3 11.2 99.00 99.00 99.00 999 1020.2  14.1  23.6  11.6 99.0
1999 01 11 11 354 10.7 11.7 99.00 99.00 99.00 999 1020.8  13.5  23.6  11.1 99.0
1999 01 11 12 358  9.8 10.8 99.00 99.00 99.00 999 1021.6  13.5  23.6  11.3 99.0
