#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi    ft
2007 06 25 23 00  73  6.5  7.2 99.00 99.00 99.00 999 1019.9  28.6  28.9 999.0 99.0 99.00
2007 06 26 00 00  83  7.1  7.9 99.00 99.00 99.00 999 1019.9  28.3  28.7 999.0 99.0 99.00
2007 06 26 01 00  68  6.7  7.6 99.00 99.00 99.00 999 1020.4  28.3  28.8 999.0 99.0 99.00
2007 06 26 02 00  75  7.1  7.7 99.00 99.00 99.00 999 1020.4  28.1  28.7 999.0 99.0 99.00
2007 06 26 03 00  75  7.8  9.1 99.00 99.00 99.00 999 1020.3  28.1  28.9 999.0 99.0 99.00
2007 06 26 04 00  75  8.3  8.9 99.00 99.00 99.00 999 1020.8  28.1  28.8 999.0 99.0 99.00
2007 06 26 05 00  88  6.4  7.1 99.00 99.00 99.00 999 1021.0  28.3  29.0 999.0 99.0 99.00
2007 06 26 06 00  74  3.7  4.3 99.00 99.00 99.00 999 1020.8  28.1  29.1 999.0 99.0 99.00
2007 06 26 07 00  38  3.3  3.7 99.00 99.00 99.00 999 1020.4  28.0  29.0 999.0 99.0 99.00
2007 06 26 08 00  20  3.2  3.5 99.00 99.00 99.00 999 1020.3  27.9  28.9 999.0 99.0 99.00
2007 06 26 09 00  27  5.0  5.8 99.00 99.00 99.00 999 1020.0  28.0  28.9 999.0 99.0 99.00
2007 06 26 10 00  28  3.9  4.7 99.00 99.00 99.00 999 1021.0  23.6  28.9 999.0 99.0 99.00
2007 06 26 11 00  18  7.7  8.5 99.00 99.00 99.00 999 1020.7  26.0  28.8 999.0 99.0 99.00
2007 06 26 12 00  55  3.9  4.3 99.00 99.00 99.00 999 1020.9  26.5  28.8 999.0 99.0 99.00
2007 06 26 13 00  90  4.4  5.0 99.00 99.00 99.00 999 1021.6  27.1  28.9 999.0 99.0 99.00
2007 06 26 14 00  57  2.7  2.9 99.00 99.00 99.00 999 1021.7  27.4  28.9 999.0 99.0 99.00
2007 06 26 15 00  68  4.7  5.4 99.00 99.00 99.00 999 1022.2  27.8  28.8 999.0 99.0 99.00
2007 06 26 16 00  88  2.9  3.1 99.00 99.00 99.00 999 1021.8  27.9  29.4 999.0 99.0 99.00
2007 06 26 17 00  70  6.1  6.5 99.00 99.00 99.00 999 1021.5  28.3  29.6 999.0 99.0 99.00
2007 06 26 18 00  73  4.6  5.1 99.00 99.00 99.00 999 1020.8  28.4  29.8 999.0 99.0 99.00
2007 06 26 19 00  68  5.6  6.1 99.00 99.00 99.00 999 1020.5  28.6  29.8 999.0 99.0 99.00
2007 06 26 20 00  77  5.6  5.9 99.00 99.00 99.00 999 1020.2  28.5  29.6 999.0 99.0 99.00
2007 06 26 21 00  69  5.6  6.3 99.00 99.00 99.00 999 1019.7  28.7  29.3 999.0 99.0 99.00
2007 06 26 22 00  80  7.6  8.0 99.00 99.00 99.00 999 1019.1  28.8  29.3 999.0 99.0 99.00
2007 06 26 23 00  83  8.8  9.1 99.00 99.00 99.00 999 1019.2  27.9  29.2 999.0 99.0 99.00
2007 06 27 00 00  85  7.5  7.9 99.00 99.00 99.00 999 1019.5  28.1  29.1 999.0 99.0 99.00
2007 06 27 01 00  80  9.4 10.1 99.00 99.00 99.00 999 1019.7  27.5  29.0 999.0 99.0 99.00
2007 06 27 02 00  90 10.1 11.0 99.00 99.00 99.00 999 1019.6  28.3  28.9 999.0 99.0 99.00
2007 06 27 03 00  92  7.7  8.4 99.00 99.00 99.00 999 1019.1  27.6  28.9 999.0 99.0 99.00
2007 06 27 04 00  81 10.9 11.3 99.00 99.00 99.00 999 1018.9  28.3  28.9 999.0 99.0 99.00
2007 06 27 05 00  94  8.8  9.3 99.00 99.00 99.00 999 1018.8  28.3  28.8 999.0 99.0 99.00
2007 06 27 06 00  86  8.5  9.4 99.00 99.00 99.00 999 1018.3  28.5  28.9 999.0 99.0 99.00
2007 06 27 07 00  89  9.1  9.9 99.00 99.00 99.00 999 1018.3  27.3  29.1 999.0 99.0 99.00
2007 06 27 08 00  72  7.0  7.4 99.00 99.00 99.00 999 1017.4  26.4  29.1 999.0 99.0 99.00
2007 06 27 09 00  80  7.4  7.9 99.00 99.00 99.00 999 1017.5  28.0  28.9 999.0 99.0 99.00
2007 06 27 10 00 112  5.9  7.4 99.00 99.00 99.00 999 1017.4  26.0  28.8 999.0 99.0 99.00
2007 06 27 11 00 128  8.1  9.0 99.00 99.00 99.00 999 1018.1  26.5  28.8 999.0 99.0 99.00
2007 06 27 12 00 129  9.9 11.5 99.00 99.00 99.00 999 1018.9  25.8  28.8 999.0 99.0 99.00
2007 06 27 13 00 152  8.9  9.7 99.00 99.00 99.00 999 1019.5  26.2  28.7 999.0 99.0 99.00
2007 06 27 14 00 143  9.0  9.5 99.00 99.00 99.00 999 1019.4  24.9  28.7 999.0 99.0 99.00
2007 06 27 15 00 136  8.1  8.9 99.00 99.00 99.00 999 1019.8  25.1  28.7 999.0 99.0 99.00
2007 06 27 16 00 116  5.3  5.9 99.00 99.00 99.00 999 1020.0  25.4  28.6 999.0 99.0 99.00
2007 06 27 17 00  81  5.9  6.4 99.00 99.00 99.00 999 1020.1  25.4  28.6 999.0 99.0 99.00
2007 06 27 18 00  78  8.9  9.5 99.00 99.00 99.00 999 1019.5  26.6  28.6 999.0 99.0 99.00
2007 06 27 19 00  89  6.8  7.3 99.00 99.00 99.00 999 1018.7  26.4  28.6 999.0 99.0 99.00
2007 06 27 20 00  63  6.6  7.1 99.00 99.00 99.00 999 1018.2  27.2  28.8 999.0 99.0 99.00
2007 06 27 21 00  62  7.3  8.0 99.00 99.00 99.00 999 1017.7  27.2  28.8 999.0 99.0 99.00
2007 06 27 22 00  67  6.7  7.6 99.00 99.00 99.00 999 1017.3  27.8  28.8 999.0 99.0 99.00
2007 06 27 23 00  64  8.1  9.0 99.00 99.00 99.00 999 1017.5  27.9  28.7 999.0 99.0 99.00
2007 06 28 00 00  75  7.9  8.9 99.00 99.00 99.00 999 1017.6  28.1  28.6 999.0 99.0 99.00
2007 06 28 01 00  63  7.9  9.6 99.00 99.00 99.00 999 1017.9  26.5  28.6 999.0 99.0 99.00
2007 06 28 02 00 106 11.1 11.9 99.00 99.00 99.00 999 1017.9  26.4  28.6 999.0 99.0 99.00
2007 06 28 03 00  88 10.0 10.9 99.00 99.00 99.00 999 1017.9  27.6  28.6 999.0 99.0 99.00
2007 06 28 04 00  99 10.2 11.0 99.00 99.00 99.00 999 1017.8  27.6  28.5 999.0 99.0 99.00
2007 06 28 05 00  97  9.5 10.2 99.00 99.00 99.00 999 1017.8  27.5  28.4 999.0 99.0 99.00
2007 06 28 06 00  93  8.5  9.9 99.00 99.00 99.00 999 1017.2  27.4  28.4 999.0 99.0 99.00
2007 06 28 07 00  95  6.6  7.2 99.00 99.00 99.00 999 1016.4  27.3  28.3 999.0 99.0 99.00
2007 06 28 08 00  59  6.2  7.1 99.00 99.00 99.00 999 1016.4  23.7  28.3 999.0 99.0 99.00
2007 06 28 09 00  74  7.3  7.8 99.00 99.00 99.00 999 1015.8  26.3  28.3 999.0 99.0 99.00
2007 06 28 10 00 102  9.1  9.9 99.00 99.00 99.00 999 1016.4  24.2  28.3 999.0 99.0 99.00
2007 06 28 11 00  62  9.5 10.0 99.00 99.00 99.00 999 1016.8  24.8  28.4 999.0 99.0 99.00
2007 06 28 12 00  88  8.3  8.8 99.00 99.00 99.00 999 1017.2  24.8  28.3 999.0 99.0 99.00
2007 06 28 13 00  67  8.1  8.8 99.00 99.00 99.00 999 1017.2  24.8  28.3 999.0 99.0 99.00
2007 06 28 14 00  68 11.1 12.1 99.00 99.00 99.00 999 1017.3  25.5  28.3 999.0 99.0 99.00
2007 06 28 15 00  86 10.2 11.2 99.00 99.00 99.00 999 1017.4  25.6  28.4 999.0 99.0 99.00
2007 06 28 16 00  94  7.7  8.2 99.00 99.00 99.00 999 1017.5  25.7  28.5 999.0 99.0 99.00
2007 06 28 17 00  96  8.6 10.0 99.00 99.00 99.00 999 1016.9  26.4  28.5 999.0 99.0 99.00
2007 06 28 18 00  85  8.6  9.4 99.00 99.00 99.00 999 1016.8  26.6  28.7 999.0 99.0 99.00
2007 06 28 19 00  89  6.9  7.9 99.00 99.00 99.00 999 1016.0  26.9  28.6 999.0 99.0 99.00
2007 06 28 20 00  98  6.4  7.1 99.00 99.00 99.00 999 1015.8  27.1  28.5 999.0 99.0 99.00
2007 06 28 21 00 107  5.4  6.2 99.00 99.00 99.00 999 1015.5  26.7  28.5 999.0 99.0 99.00
2007 06 28 22 00 125  4.9  5.5 99.00 99.00 99.00 999 1015.2  26.6  28.5 999.0 99.0 99.00
2007 06 28 23 00 129  3.6  4.1 99.00 99.00 99.00 999 1015.1  26.2  28.4 999.0 99.0 99.00
2007 06 29 00 00 116  8.3  9.6 99.00 99.00 99.00 999 1016.0  25.1  28.4 999.0 99.0 99.00
2007 06 29 01 00  92  6.5  7.6 99.00 99.00 99.00 999 1016.5  24.9  28.5 999.0 99.0 99.00
2007 06 29 02 00 118  4.4  4.8 99.00 99.00 99.00 999 1017.1  23.8  28.4 999.0 99.0 99.00
2007 06 29 03 00 126  7.6  8.2 99.00 99.00 99.00 999 1017.1  26.6  28.3 999.0 99.0 99.00
2007 06 29 04 00 123  9.0  9.3 99.00 99.00 99.00 999 1016.6  26.4  28.4 999.0 99.0 99.00
2007 06 29 05 00 139 11.4 12.1 99.00 99.00 99.00 999 1016.0  27.5  28.4 999.0 99.0 99.00
2007 06 29 06 00 117 12.2 12.9 99.00 99.00 99.00 999 1015.4  26.8  28.4 999.0 99.0 99.00
2007 06 29 07 00 126 12.0 13.7 99.00 99.00 99.00 999 1015.3  26.4  28.5 999.0 99.0 99.00
2007 06 29 08 00 136  9.9 10.4 99.00 99.00 99.00 999 1015.2  27.2  28.4 999.0 99.0 99.00
2007 06 29 09 00 182  9.1  9.8 99.00 99.00 99.00 999 1015.3  26.8  28.3 999.0 99.0 99.00
2007 06 29 10 00 243  8.9  9.9 99.00 99.00 99.00 999 1015.1  25.2  28.2 999.0 99.0 99.00
2007 06 29 11 00 172  8.8  9.4 99.00 99.00 99.00 999 1015.3  27.0  28.2 999.0 99.0 99.00
2007 06 29 12 00 249  9.7 10.9 99.00 99.00 99.00 999 1016.8  24.2  28.2 999.0 99.0 99.00
2007 06 29 13 00 169  5.1  6.1 99.00 99.00 99.00 999 1017.0  24.9  28.1 999.0 99.0 99.00
2007 06 29 14 00  85  0.8  1.2 99.00 99.00 99.00 999 1016.9  25.5  28.0 999.0 99.0 99.00
2007 06 29 15 00  92  4.7  5.4 99.00 99.00 99.00 999 1016.9  25.9  28.2 999.0 99.0 99.00
2007 06 29 16 00 102  5.4  5.8 99.00 99.00 99.00 999 1016.8  26.2  28.4 999.0 99.0 99.00
2007 06 29 17 00 113  5.4  5.8 99.00 99.00 99.00 999 1016.6  26.5  28.6 999.0 99.0 99.00
2007 06 29 18 00 115  6.5  6.9 99.00 99.00 99.00 999 1015.8  27.3  28.6 999.0 99.0 99.00
2007 06 29 19 00 109  7.0  7.4 99.00 99.00 99.00 999 1016.0  27.5  28.7 999.0 99.0 99.00
2007 06 29 20 00 124  6.4  6.9 99.00 99.00 99.00 999 1015.8  27.4  28.5 999.0 99.0 99.00
2007 06 29 21 00 127  6.5  7.1 99.00 99.00 99.00 999 1015.2  27.5  28.6 999.0 99.0 99.00
2007 06 29 22 00 129  6.8  7.3 99.00 99.00 99.00 999 1015.2  27.6  28.7 999.0 99.0 99.00
2007 06 29 23 00 134  7.5  7.7 99.00 99.00 99.00 999 1015.0  27.6  28.6 999.0 99.0 99.00
2007 06 30 00 00 126  6.0  6.5 99.00 99.00 99.00 999 1015.5  27.7  28.4 999.0 99.0 99.00
2007 06 30 01 00 143  6.0  7.0 99.00 99.00 99.00 999 1016.2  27.8  28.4 999.0 99.0 99.00
2007 06 30 02 00 144  7.1  8.0 99.00 99.00 99.00 999 1016.2  27.8  28.4 999.0 99.0 99.00
2007 06 30 03 00 153  6.5  7.1 99.00 99.00 99.00 999 1016.7  27.8  28.3 999.0 99.0 99.00
2007 06 30 04 00 154  6.8  7.5 99.00 99.00 99.00 999 1016.4  27.8  28.4 999.0 99.0 99.00
2007 06 30 05 00 182  5.1  6.0 99.00 99.00 99.00 999 1016.8  27.2  28.4 999.0 99.0 99.00
2007 06 30 06 00 214  7.6  8.1 99.00 99.00 99.00 999 1015.9  26.7  28.4 999.0 99.0 99.00
2007 06 30 07 00 207  4.5  4.9 99.00 99.00 99.00 999 1015.6  27.7  28.4 999.0 99.0 99.00
2007 06 30 08 00 248  3.9  4.1 99.00 99.00 99.00 999 1015.2  27.0  28.4 999.0 99.0 99.00
2007 06 30 09 00 222  4.5  4.9 99.00 99.00 99.00 999 1015.1  27.4  28.4 999.0 99.0 99.00
2007 06 30 10 00 226  3.9  4.2 99.00 99.00 99.00 999 1015.1  27.1  28.4 999.0 99.0 99.00
2007 06 30 11 00 227  3.4  3.7 99.00 99.00 99.00 999 1015.6  27.4  28.4 999.0 99.0 99.00
2007 06 30 12 00 234  3.3  3.7 99.00 99.00 99.00 999 1016.0  28.8  28.4 999.0 99.0 99.00
2007 06 30 13 00 233  4.2  4.4 99.00 99.00 99.00 999 1016.4  28.8  28.5 999.0 99.0 99.00
2007 06 30 14 00 226  2.3  2.6 99.00 99.00 99.00 999 1016.6  29.2  28.6 999.0 99.0 99.00
2007 06 30 15 00 213  1.8  2.2 99.00 99.00 99.00 999 1016.7  29.5  28.6 999.0 99.0 99.00
2007 06 30 16 00 162  3.2  3.7 99.00 99.00 99.00 999 1016.8  30.1  28.8 999.0 99.0 99.00
2007 06 30 17 00 155  4.6  4.9 99.00 99.00 99.00 999 1016.6  29.9  28.8 999.0 99.0 99.00
2007 06 30 18 00 167  7.2  7.8 99.00 99.00 99.00 999 1016.0  29.8  28.9 999.0 99.0 99.00
2007 06 30 19 00 177  7.9  8.1 99.00 99.00 99.00 999 1015.7  29.6  29.1 999.0 99.0 99.00
2007 06 30 20 00 181  9.6 10.3 99.00 99.00 99.00 999 1015.1  29.3  29.1 999.0 99.0 99.00
2007 06 30 21 00 182 11.3 11.8 99.00 99.00 99.00 999 1014.1  29.6  29.0 999.0 99.0 99.00
2007 06 30 22 00 183  9.0 10.0 99.00 99.00 99.00 999 1014.9  29.5  28.9 999.0 99.0 99.00
2007 06 30 23 00 187 10.2 11.6 99.00 99.00 99.00 999 1015.4  29.1  28.9 999.0 99.0 99.00
2007 07 01 00 00 999 99.0 99.0 99.00 99.00 99.00 999 1015.2  29.4  28.8 999.0 99.0 99.00
2007 07 01 01 00 999 99.0 99.0 99.00 99.00 99.00 999 1015.1  29.1  28.8 999.0 99.0 99.00
2007 07 01 02 00 999 99.0 99.0 99.00 99.00 99.00 999 1016.0  29.1  28.7 999.0 99.0 99.00
2007 07 01 03 00 999 99.0 99.0 99.00 99.00 99.00 999 1016.7  28.8  28.7 999.0 99.0 99.00
2007 07 01 04 00 999 99.0 99.0 99.00 99.00 99.00 999 1016.9  28.4  28.7 999.0 99.0 99.00
2007 07 01 05 00 999 99.0 99.0 99.00 99.00 99.00 999 1016.5  27.5  28.7 999.0 99.0 99.00
2007 07 01 06 00 999 99.0 99.0 99.00 99.00 99.00 999 1016.1  27.5  28.7 999.0 99.0 99.00
2007 07 01 07 00 999 99.0 99.0 99.00 99.00 99.00 999 1015.9  27.7  28.9 999.0 99.0 99.00
2007 07 01 08 00 999 99.0 99.0 99.00 99.00 99.00 999 1015.5  27.8  28.8 999.0 99.0 99.00
2007 07 01 09 00 999 99.0 99.0 99.00 99.00 99.00 999 1015.6  27.8  28.7 999.0 99.0 99.00
2007 07 01 10 00 999 99.0 99.0 99.00 99.00 99.00 999 1015.8  27.9  28.7 999.0 99.0 99.00
2007 07 01 11 00 999 99.0 99.0 99.00 99.00 99.00 999 1016.4  27.8  28.6 999.0 99.0 99.00
2007 07 01 12 00 999 99.0 99.0 99.00 99.00 99.00 999 1017.0  28.6  28.6 999.0 99.0 99.00
2007 07 01 13 00 999 99.0 99.0 99.00 99.00 99.00 999 1017.4  28.3  28.6 999.0 99.0 99.00
2007 07 01 14 00 999 99.0 99.0 99.00 99.00 99.00 999 1017.4  29.0  28.7 999.0 99.0 99.00
2007 07 01 15 00 999 99.0 99.0 99.00 99.00 99.00 999 1017.6  29.4  28.8 999.0 99.0 99.00
2007 07 01 16 00 999 99.0 99.0 99.00 99.00 99.00 999 1017.8  29.1  28.9 999.0 99.0 99.00
2007 07 01 17 00 999 99.0 99.0 99.00 99.00 99.00 999 1017.5  29.6  29.1 999.0 99.0 99.00
2007 07 01 18 00 999 99.0 99.0 99.00 99.00 99.00 999 1017.7  29.6  29.2 999.0 99.0 99.00
2007 07 01 19 00 999 99.0 99.0 99.00 99.00 99.00 999 1017.1  29.4  29.3 999.0 99.0 99.00
2007 07 01 20 00 999 99.0 99.0 99.00 99.00 99.00 999 1017.1  26.9  29.2 999.0 99.0 99.00
2007 07 01 21 00 999 99.0 99.0 99.00 99.00 99.00 999 1016.0  27.7  29.2 999.0 99.0 99.00
2007 07 01 22 00 999 99.0 99.0 99.00 99.00 99.00 999 1016.0  28.7  29.3 999.0 99.0 99.00
2007 07 01 23 00 999 99.0 99.0 99.00 99.00 99.00 999 1016.6  28.8  29.3 999.0 99.0 99.00
2007 07 02 00 00 999 99.0 99.0 99.00 99.00 99.00 999 1016.7  29.4  29.0 999.0 99.0 99.00
2007 07 02 01 00 999 99.0 99.0 99.00 99.00 99.00 999 1017.4  28.6  28.9 999.0 99.0 99.00
2007 07 02 02 00 999 99.0 99.0 99.00 99.00 99.00 999 1018.1  28.7  28.8 999.0 99.0 99.00
2007 07 02 03 00 999 99.0 99.0 99.00 99.00 99.00 999 1018.1  28.8  28.8 999.0 99.0 99.00
2007 07 02 04 00 999 99.0 99.0 99.00 99.00 99.00 999 1017.8  28.5  28.8 999.0 99.0 99.00
2007 07 02 05 00 999 99.0 99.0 99.00 99.00 99.00 999 1017.8  28.3  28.7 999.0 99.0 99.00
2007 07 02 06 00 999 99.0 99.0 99.00 99.00 99.00 999 1017.1  28.2  28.9 999.0 99.0 99.00
2007 07 02 07 00 999 99.0 99.0 99.00 99.00 99.00 999 1016.7  28.1  28.9 999.0 99.0 99.00
2007 07 02 08 00 999 99.0 99.0 99.00 99.00 99.00 999 1016.6  28.0  29.0 999.0 99.0 99.00
2007 07 02 09 00 999 99.0 99.0 99.00 99.00 99.00 999 1016.9  28.1  29.0 999.0 99.0 99.00
2007 07 02 10 00 999 99.0 99.0 99.00 99.00 99.00 999 1017.1  27.9  29.0 999.0 99.0 99.00
2007 07 02 11 00 999 99.0 99.0 99.00 99.00 99.00 999 1017.3  27.2  29.0 999.0 99.0 99.00
2007 07 02 12 00 999 99.0 99.0 99.00 99.00 99.00 999 1018.1  27.6  29.1 999.0 99.0 99.00
2007 07 02 13 00 999 99.0 99.0 99.00 99.00 99.00 999 1018.3  27.6  29.1 999.0 99.0 99.00
2007 07 02 14 00 999 99.0 99.0 99.00 99.00 99.00 999 1018.6  28.8  28.8 999.0 99.0 99.00
2007 07 02 15 00 999 99.0 99.0 99.00 99.00 99.00 999 1018.4  29.0  28.9 999.0 99.0 99.00
2007 07 02 16 00 999 99.0 99.0 99.00 99.00 99.00 999 1018.1  30.6  29.2 999.0 99.0 99.00
2007 07 02 17 00 999 99.0 99.0 99.00 99.00 99.00 999 1018.1  27.7  29.1 999.0 99.0 99.00
2007 07 02 18 00 999 99.0 99.0 99.00 99.00 99.00 999 1017.6  29.4  29.2 999.0 99.0 99.00
2007 07 02 19 00 999 99.0 99.0 99.00 99.00 99.00 999 1017.1  27.8  29.4 999.0 99.0 99.00
2007 07 02 20 00 999 99.0 99.0 99.00 99.00 99.00 999 1016.6  28.3  29.5 999.0 99.0 99.00
2007 07 02 21 00 999 99.0 99.0 99.00 99.00 99.00 999 1016.9  28.8  29.4 999.0 99.0 99.00
2007 07 02 22 00 999 99.0 99.0 99.00 99.00 99.00 999 1016.1  27.1  29.4 999.0 99.0 99.00
2007 07 02 23 00 999 99.0 99.0 99.00 99.00 99.00 999 1016.9  28.9  29.4 999.0 99.0 99.00
2007 07 03 00 00 999 99.0 99.0 99.00 99.00 99.00 999 1017.2  28.8  29.3 999.0 99.0 99.00
2007 07 03 01 00 999 99.0 99.0 99.00 99.00 99.00 999 1017.8  29.3  29.0 999.0 99.0 99.00
2007 07 03 02 00 999 99.0 99.0 99.00 99.00 99.00 999 1018.4  26.5  28.9 999.0 99.0 99.00
2007 07 03 03 00 999 99.0 99.0 99.00 99.00 99.00 999 1018.4  25.9  29.0 999.0 99.0 99.00
2007 07 03 04 00 999 99.0 99.0 99.00 99.00 99.00 999 1018.4  26.6  28.9 999.0 99.0 99.00
2007 07 03 05 00 999 99.0 99.0 99.00 99.00 99.00 999 1018.7  26.6  28.8 999.0 99.0 99.00
2007 07 03 06 00 999 99.0 99.0 99.00 99.00 99.00 999 1017.9  26.7  28.8 999.0 99.0 99.00
2007 07 03 07 00 999 99.0 99.0 99.00 99.00 99.00 999 1017.5  26.8  28.9 999.0 99.0 99.00
2007 07 03 08 00 999 99.0 99.0 99.00 99.00 99.00 999 1017.3  27.4  29.0 999.0 99.0 99.00
2007 07 03 09 00 999 99.0 99.0 99.00 99.00 99.00 999 1017.2  27.5  29.0 999.0 99.0 99.00
2007 07 03 10 00 999 99.0 99.0 99.00 99.00 99.00 999 1017.1  27.5  29.0 999.0 99.0 99.00
2007 07 03 11 00 999 99.0 99.0 99.00 99.00 99.00 999 1017.3  27.4  29.2 999.0 99.0 99.00
2007 07 03 12 00 999 99.0 99.0 99.00 99.00 99.00 999 1017.2  27.6  29.2 999.0 99.0 99.00
2007 07 03 13 00 999 99.0 99.0 99.00 99.00 99.00 999 1017.6  27.7  29.3 999.0 99.0 99.00
2007 07 03 14 00 999 99.0 99.0 99.00 99.00 99.00 999 1017.5  27.6  28.9 999.0 99.0 99.00
2007 07 03 15 00 999 99.0 99.0 99.00 99.00 99.00 999 1017.8  28.0  28.9 999.0 99.0 99.00
2007 07 03 16 00 999 99.0 99.0 99.00 99.00 99.00 999 1017.9  28.4  29.1 999.0 99.0 99.00
2007 07 03 17 00 999 99.0 99.0 99.00 99.00 99.00 999 1017.7  28.2  29.2 999.0 99.0 99.00
2007 07 03 19 00 999 99.0 99.0 99.00 99.00 99.00 999 1016.6  28.5  29.7 999.0 99.0 99.00
2007 07 03 20 00 999 99.0 99.0 99.00 99.00 99.00 999 1015.8  28.5  29.7 999.0 99.0 99.00
2007 07 03 21 00 999 99.0 99.0 99.00 99.00 99.00 999 1015.3  28.4  29.6 999.0 99.0 99.00
2007 07 03 22 00 999 99.0 99.0 99.00 99.00 99.00 999 1015.3  28.7  29.6 999.0 99.0 99.00
2007 07 03 23 00 999 99.0 99.0 99.00 99.00 99.00 999 1015.7  28.8  29.5 999.0 99.0 99.00
2007 07 04 00 00 999 99.0 99.0 99.00 99.00 99.00 999 1017.6  28.0  29.4 999.0 99.0 99.00
2007 07 04 01 00 999 99.0 99.0 99.00 99.00 99.00 999 1018.1  22.7  29.2 999.0 99.0 99.00
2007 07 04 02 00 999 99.0 99.0 99.00 99.00 99.00 999 1017.5  24.4  29.1 999.0 99.0 99.00
2007 07 04 03 00 999 99.0 99.0 99.00 99.00 99.00 999 1017.6  25.0  28.9 999.0 99.0 99.00
2007 07 04 04 00 999 99.0 99.0 99.00 99.00 99.00 999 1017.3  25.8  28.9 999.0 99.0 99.00
2007 07 04 05 00 999 99.0 99.0 99.00 99.00 99.00 999 1017.0  25.9  28.8 999.0 99.0 99.00
2007 07 04 06 00 999 99.0 99.0 99.00 99.00 99.00 999 1016.6  26.0  28.6 999.0 99.0 99.00
2007 07 04 07 00 999 99.0 99.0 99.00 99.00 99.00 999 1016.2  26.1  28.6 999.0 99.0 99.00
2007 07 04 08 00 999 99.0 99.0 99.00 99.00 99.00 999 1015.7  26.2  29.1 999.0 99.0 99.00
2007 07 04 09 00 999 99.0 99.0 99.00 99.00 99.00 999 1015.7  26.5  29.3 999.0 99.0 99.00
2007 07 04 10 00 999 99.0 99.0 99.00 99.00 99.00 999 1015.7  26.8  29.2 999.0 99.0 99.00
2007 07 04 11 00 999 99.0 99.0 99.00 99.00 99.00 999 1016.1  27.1  29.1 999.0 99.0 99.00
2007 07 04 12 00 999 99.0 99.0 99.00 99.00 99.00 999 1016.6  27.5  29.0 999.0 99.0 99.00
2007 07 04 13 00 999 99.0 99.0 99.00 99.00 99.00 999 1016.9  28.6  28.9 999.0 99.0 99.00
2007 07 04 14 00 999 99.0 99.0 99.00 99.00 99.00 999 1017.1  28.4  29.0 999.0 99.0 99.00
2007 07 04 15 00 999 99.0 99.0 99.00 99.00 99.00 999 1017.2  28.5  29.0 999.0 99.0 99.00
2007 07 04 16 00 999 99.0 99.0 99.00 99.00 99.00 999 1017.3  28.5  29.1 999.0 99.0 99.00
2007 07 04 17 00 999 99.0 99.0 99.00 99.00 99.00 999 1017.1  28.3  29.1 999.0 99.0 99.00
2007 07 04 18 00 999 99.0 99.0 99.00 99.00 99.00 999 1016.3  28.5  29.2 999.0 99.0 99.00
2007 07 04 19 00 999 99.0 99.0 99.00 99.00 99.00 999 1016.4  28.9  29.4 999.0 99.0 99.00
2007 07 04 20 00 999 99.0 99.0 99.00 99.00 99.00 999 1017.3  26.6  29.4 999.0 99.0 99.00
2007 07 04 21 00 999 99.0 99.0 99.00 99.00 99.00 999 1016.9  25.7  29.3 999.0 99.0 99.00
2007 07 04 22 00 999 99.0 99.0 99.00 99.00 99.00 999 1016.5  26.8  29.3 999.0 99.0 99.00
2007 07 04 23 00 999 99.0 99.0 99.00 99.00 99.00 999 1016.5  26.8  29.3 999.0 99.0 99.00
2007 07 05 00 00 999 99.0 99.0 99.00 99.00 99.00 999 1016.8  26.9  29.3 999.0 99.0 99.00
2007 07 05 01 00 999 99.0 99.0 99.00 99.00 99.00 999 1016.9  27.4  29.2 999.0 99.0 99.00
2007 07 05 02 00 999 99.0 99.0 99.00 99.00 99.00 999 1017.5  28.1  29.2 999.0 99.0 99.00
2007 07 05 03 00 999 99.0 99.0 99.00 99.00 99.00 999 1017.9  28.3  29.1 999.0 99.0 99.00
2007 07 05 04 00 999 99.0 99.0 99.00 99.00 99.00 999 1017.8  28.4  29.1 999.0 99.0 99.00
2007 07 05 05 00 999 99.0 99.0 99.00 99.00 99.00 999 1017.5  28.5  29.1 999.0 99.0 99.00
2007 07 05 06 00 999 99.0 99.0 99.00 99.00 99.00 999 1016.8  28.6  29.0 999.0 99.0 99.00
2007 07 05 07 00 999 99.0 99.0 99.00 99.00 99.00 999 1016.3  27.6  29.0 999.0 99.0 99.00
2007 07 05 08 00 999 99.0 99.0 99.00 99.00 99.00 999 1016.0  28.3  29.1 999.0 99.0 99.00
2007 07 05 09 00 999 99.0 99.0 99.00 99.00 99.00 999 1016.3  28.5  29.1 999.0 99.0 99.00
2007 07 05 10 00 999 99.0 99.0 99.00 99.00 99.00 999 1016.5  28.5  29.1 999.0 99.0 99.00
2007 07 05 11 00 999 99.0 99.0 99.00 99.00 99.00 999 1016.8  28.6  29.1 999.0 99.0 99.00
2007 07 05 12 00 999 99.0 99.0 99.00 99.00 99.00 999 1017.3  29.3  29.2 999.0 99.0 99.00
2007 07 05 13 00 999 99.0 99.0 99.00 99.00 99.00 999 1017.5  29.3  29.2 999.0 99.0 99.00
2007 07 05 14 00 999 99.0 99.0 99.00 99.00 99.00 999 1017.6  29.7  29.1 999.0 99.0 99.00
